fecha_corte,vigencia,banco,tc,operaciones,monto_usd
2026-08-04,2026-08-05,BANCO BISA,11.8800,81,3112502
2026-08-04,2026-08-05,BANCO BISA,11.9000,4,570022
2026-08-04,2026-08-05,BANCO BISA,11.9200,1,499975
2026-08-04,2026-08-05,BANCO BISA,11.9210,1,1600000
2026-08-04,2026-08-05,BANCO BISA,11.9300,18,20270
2026-08-04,2026-08-05,BANCO BISA,11.9500,1,50433
2026-08-04,2026-08-05,BANCO BISA,11.9800,1,31642
2026-08-04,2026-08-05,BANCO BISA,12.0000,15,913295
2026-08-04,2026-08-05,BANCO BISA,12.0300,2,6793
2026-08-04,2026-08-05,BANCO BISA,12.0350,2,99999970
2026-08-04,2026-08-05,BANCO DE CRÉDITO,11.8800,29,224231
2026-08-04,2026-08-05,BANCO DE CRÉDITO,11.9200,1,499915
2026-08-04,2026-08-05,BANCO DE CRÉDITO,11.9300,1,99950
2026-08-04,2026-08-05,BANCO DE CRÉDITO,11.9500,3,463203
2026-08-04,2026-08-05,BANCO DE CRÉDITO,12.0000,3,439925
2026-08-04,2026-08-05,BANCO DE CRÉDITO,12.0800,333,30389
2026-08-04,2026-08-05,BANCO DE CRÉDITO,12.1000,1,199940
2026-08-04,2026-08-05,BANCO DE CRÉDITO,12.1700,1,6950
2026-08-04,2026-08-05,BANCO DE CRÉDITO,12.1800,2,25604
2026-08-04,2026-08-05,BANCO DE LA NACIÓN ARGENTINA,11.8800,10,2333
2026-08-04,2026-08-05,BANCO DE LA NACIÓN ARGENTINA,12.0800,1,200
2026-08-04,2026-08-05,BANCO ECONÓMICO,11.5000,48,21021
2026-08-04,2026-08-05,BANCO ECONÓMICO,11.9000,3,2052981
2026-08-04,2026-08-05,BANCO ECONÓMICO,11.9500,2,1999978
2026-08-04,2026-08-05,BANCO ECONÓMICO,12.0000,1,70000
2026-08-04,2026-08-05,BANCO FIE,11.9800,24,66948
2026-08-04,2026-08-05,BANCO FIE,12.2000,1,1000000
2026-08-04,2026-08-05,BANCO FORTALEZA,11.8000,1,3165
2026-08-04,2026-08-05,BANCO FORTALEZA,11.9000,1,17835
2026-08-04,2026-08-05,BANCO FORTALEZA,11.9800,1,200
2026-08-04,2026-08-05,BANCO FORTALEZA,12.0000,1,49962
2026-08-04,2026-08-05,BANCO FORTALEZA,12.0800,4,265980
2026-08-04,2026-08-05,BANCO GANADERO,9.7300,1,219920
2026-08-04,2026-08-05,BANCO GANADERO,9.9600,2,26643
2026-08-04,2026-08-05,BANCO GANADERO,10.5000,108,32911
2026-08-04,2026-08-05,BANCO GANADERO,10.7000,29,9278
2026-08-04,2026-08-05,BANCO GANADERO,11.0000,1,9000
2026-08-04,2026-08-05,BANCO GANADERO,11.7500,2,41860
2026-08-04,2026-08-05,BANCO GANADERO,11.8000,1,384560
2026-08-04,2026-08-05,BANCO GANADERO,11.8800,29,3782
2026-08-04,2026-08-05,BANCO GANADERO,11.9000,3,541955
2026-08-04,2026-08-05,BANCO GANADERO,11.9300,1,499975
2026-08-04,2026-08-05,BANCO GANADERO,11.9500,3,1927183
2026-08-04,2026-08-05,BANCO GANADERO,12.0000,1,348545
2026-08-04,2026-08-05,BANCO GANADERO,12.0400,1,126
2026-08-04,2026-08-05,BANCO GANADERO,12.0645,1,7080747
2026-08-04,2026-08-05,BANCO GANADERO,12.0800,551,2092808
2026-08-04,2026-08-05,BANCO GANADERO,12.1300,25,7734
2026-08-04,2026-08-05,BANCO GANADERO,12.1500,4,452
2026-08-04,2026-08-05,BANCO GANADERO,12.1800,6,12492
2026-08-04,2026-08-05,BANCO MERCANTIL SANTA CRUZ,11.8700,1,0
2026-08-04,2026-08-05,BANCO MERCANTIL SANTA CRUZ,11.8800,424,1774577
2026-08-04,2026-08-05,BANCO MERCANTIL SANTA CRUZ,11.8900,2,1
2026-08-04,2026-08-05,BANCO MERCANTIL SANTA CRUZ,11.9000,1,0
2026-08-04,2026-08-05,BANCO MERCANTIL SANTA CRUZ,12.0000,3,2241592
2026-08-04,2026-08-05,BANCO MERCANTIL SANTA CRUZ,12.0500,3,201724
2026-08-04,2026-08-05,BANCO MERCANTIL SANTA CRUZ,12.0800,10,957798
2026-08-04,2026-08-05,BANCO MERCANTIL SANTA CRUZ,12.1800,1,76000
2026-08-04,2026-08-05,BANCO NACIONAL DE BOLIVIA,11.6800,330,1406770
2026-08-04,2026-08-05,BANCO NACIONAL DE BOLIVIA,11.7300,1,24975
2026-08-04,2026-08-05,BANCO NACIONAL DE BOLIVIA,11.8800,2,12632
2026-08-04,2026-08-05,BANCO NACIONAL DE BOLIVIA,11.9800,1,999978
2026-08-04,2026-08-05,BANCO NACIONAL DE BOLIVIA,12.0000,7,2333234
2026-08-04,2026-08-05,BANCO NACIONAL DE BOLIVIA,12.0700,196,157374
2026-08-04,2026-08-05,BANCO NACIONAL DE BOLIVIA,12.0800,4,9924000
2026-08-04,2026-08-05,BANCO PRODEM,11.9800,72,160064
2026-08-04,2026-08-05,BANCO PYME DE LA COMUNIDAD,12.0800,18,26452
2026-08-04,2026-08-05,BANCO PYME ECOFUTURO,11.6800,9,14353
2026-08-04,2026-08-05,BANCO SOLIDARIO,11.4800,48,17369
2026-08-04,2026-08-05,BANCO SOLIDARIO,11.6000,1,50350
2026-08-04,2026-08-05,BANCO SOLIDARIO,11.9000,1,29960
2026-08-04,2026-08-05,BANCO SOLIDARIO,11.9400,1,1599905
2026-08-04,2026-08-05,BANCO SOLIDARIO,12.0500,1,2655
2026-08-04,2026-08-05,BANCO SOLIDARIO,12.0800,2,1604191
2026-08-04,2026-08-05,BANCO SOLIDARIO,12.1000,1,20895
2026-08-04,2026-08-05,BANCO SOLIDARIO,12.1800,1,800
2026-08-04,2026-08-05,BANCO UNION,12.0800,499,7705122
2026-08-04,2026-08-05,BANCO UNION,12.1500,1,1012401
2026-08-05,2026-08-06 al 2026-08-10,BANCO BISA,11.7500,3,8058
2026-08-05,2026-08-06 al 2026-08-10,BANCO BISA,11.8200,79,1927474
2026-08-05,2026-08-06 al 2026-08-10,BANCO BISA,11.8300,1,1016300
2026-08-05,2026-08-06 al 2026-08-10,BANCO BISA,11.8400,3,619975
2026-08-05,2026-08-06 al 2026-08-10,BANCO BISA,11.8500,18,15004106
2026-08-05,2026-08-06 al 2026-08-10,BANCO BISA,11.8600,2,799980
2026-08-05,2026-08-06 al 2026-08-10,BANCO BISA,11.8650,1,99975
2026-08-05,2026-08-06 al 2026-08-10,BANCO BISA,11.8700,3,2616549
2026-08-05,2026-08-06 al 2026-08-10,BANCO BISA,11.8750,2,699975
2026-08-05,2026-08-06 al 2026-08-10,BANCO BISA,11.8800,19,1953084
2026-08-05,2026-08-06 al 2026-08-10,BANCO BISA,11.9000,6,5268862
2026-08-05,2026-08-06 al 2026-08-10,BANCO BISA,11.9200,5,1500
2026-08-05,2026-08-06 al 2026-08-10,BANCO BISA,12.0000,14,285535
2026-08-05,2026-08-06 al 2026-08-10,BANCO BISA,12.0200,3,22
2026-08-05,2026-08-06 al 2026-08-10,BANCO DE CRÉDITO,11.7000,1,405450
2026-08-05,2026-08-06 al 2026-08-10,BANCO DE CRÉDITO,11.7200,24,61896
2026-08-05,2026-08-06 al 2026-08-10,BANCO DE CRÉDITO,11.8000,5,967431
2026-08-05,2026-08-06 al 2026-08-10,BANCO DE CRÉDITO,11.8800,1,32072
2026-08-05,2026-08-06 al 2026-08-10,BANCO DE CRÉDITO,12.0000,1,150000
2026-08-05,2026-08-06 al 2026-08-10,BANCO DE CRÉDITO,12.0200,377,33900
2026-08-05,2026-08-06 al 2026-08-10,BANCO DE LA NACIÓN ARGENTINA,11.8200,20,13769
2026-08-05,2026-08-06 al 2026-08-10,BANCO ECONÓMICO,11.4000,59,35177
2026-08-05,2026-08-06 al 2026-08-10,BANCO ECONÓMICO,11.8000,2,136940
2026-08-05,2026-08-06 al 2026-08-10,BANCO ECONÓMICO,11.8500,1,499982
2026-08-05,2026-08-06 al 2026-08-10,BANCO ECONÓMICO,11.9000,1,588512
2026-08-05,2026-08-06 al 2026-08-10,BANCO ECONÓMICO,11.9200,1,700000
2026-08-05,2026-08-06 al 2026-08-10,BANCO FIE,11.9200,22,8463
2026-08-05,2026-08-06 al 2026-08-10,BANCO FIE,12.0500,1,155000
2026-08-05,2026-08-06 al 2026-08-10,BANCO FIE,12.0800,1,50000
2026-08-05,2026-08-06 al 2026-08-10,BANCO FORTALEZA,11.8000,1,30000
2026-08-05,2026-08-06 al 2026-08-10,BANCO FORTALEZA,11.9000,1,70740
2026-08-05,2026-08-06 al 2026-08-10,BANCO FORTALEZA,11.9200,9,4233
2026-08-05,2026-08-06 al 2026-08-10,BANCO FORTALEZA,12.0200,5,92
2026-08-05,2026-08-06 al 2026-08-10,BANCO GANADERO,9.6300,1,24731
2026-08-05,2026-08-06 al 2026-08-10,BANCO GANADERO,9.7300,5,169831
2026-08-05,2026-08-06 al 2026-08-10,BANCO GANADERO,9.9600,1,9447
2026-08-05,2026-08-06 al 2026-08-10,BANCO GANADERO,10.5000,79,22430
2026-08-05,2026-08-06 al 2026-08-10,BANCO GANADERO,10.7500,1,1018
2026-08-05,2026-08-06 al 2026-08-10,BANCO GANADERO,11.1300,1,49
2026-08-05,2026-08-06 al 2026-08-10,BANCO GANADERO,11.4000,1,40000
2026-08-05,2026-08-06 al 2026-08-10,BANCO GANADERO,11.5400,1,107
2026-08-05,2026-08-06 al 2026-08-10,BANCO GANADERO,11.7500,2,1103982
2026-08-05,2026-08-06 al 2026-08-10,BANCO GANADERO,11.8200,1,449975
2026-08-05,2026-08-06 al 2026-08-10,BANCO GANADERO,11.8500,1,336929
2026-08-05,2026-08-06 al 2026-08-10,BANCO GANADERO,11.8750,1,1518613
2026-08-05,2026-08-06 al 2026-08-10,BANCO GANADERO,11.8900,1,75
2026-08-05,2026-08-06 al 2026-08-10,BANCO GANADERO,11.9000,5,4999932
2026-08-05,2026-08-06 al 2026-08-10,BANCO GANADERO,11.9500,3,2811232
2026-08-05,2026-08-06 al 2026-08-10,BANCO GANADERO,12.0200,54,1599446
2026-08-05,2026-08-06 al 2026-08-10,BANCO GANADERO,12.0800,21,11366
2026-08-05,2026-08-06 al 2026-08-10,BANCO GANADERO,12.1200,6,424
2026-08-05,2026-08-06 al 2026-08-10,BANCO GANADERO,12.1300,10,7550
2026-08-05,2026-08-06 al 2026-08-10,BANCO GANADERO,12.1500,1,123
2026-08-05,2026-08-06 al 2026-08-10,BANCO GANADERO,12.1799,1,253
2026-08-05,2026-08-06 al 2026-08-10,BANCO MERCANTIL SANTA CRUZ,11.4900,1,1
2026-08-05,2026-08-06 al 2026-08-10,BANCO MERCANTIL SANTA CRUZ,11.5200,266,580787
2026-08-05,2026-08-06 al 2026-08-10,BANCO MERCANTIL SANTA CRUZ,11.5400,1,0
2026-08-05,2026-08-06 al 2026-08-10,BANCO MERCANTIL SANTA CRUZ,11.5500,1,0
2026-08-05,2026-08-06 al 2026-08-10,BANCO MERCANTIL SANTA CRUZ,11.5900,1,135703
2026-08-05,2026-08-06 al 2026-08-10,BANCO MERCANTIL SANTA CRUZ,11.6200,1,100000
2026-08-05,2026-08-06 al 2026-08-10,BANCO MERCANTIL SANTA CRUZ,11.8000,4,1349932
2026-08-05,2026-08-06 al 2026-08-10,BANCO MERCANTIL SANTA CRUZ,11.8550,1,254895
2026-08-05,2026-08-06 al 2026-08-10,BANCO MERCANTIL SANTA CRUZ,11.8620,1,269932
2026-08-05,2026-08-06 al 2026-08-10,BANCO MERCANTIL SANTA CRUZ,11.8800,3,1199847
2026-08-05,2026-08-06 al 2026-08-10,BANCO MERCANTIL SANTA CRUZ,11.9000,1,780000
2026-08-05,2026-08-06 al 2026-08-10,BANCO MERCANTIL SANTA CRUZ,11.9200,1,4500
2026-08-05,2026-08-06 al 2026-08-10,BANCO MERCANTIL SANTA CRUZ,12.0200,3,1500000
2026-08-05,2026-08-06 al 2026-08-10,BANCO MERCANTIL SANTA CRUZ,12.1200,2,532000
2026-08-05,2026-08-06 al 2026-08-10,BANCO NACIONAL DE BOLIVIA,11.5000,1,800000
2026-08-05,2026-08-06 al 2026-08-10,BANCO NACIONAL DE BOLIVIA,11.6200,356,1633228
2026-08-05,2026-08-06 al 2026-08-10,BANCO NACIONAL DE BOLIVIA,11.7200,1,42000
2026-08-05,2026-08-06 al 2026-08-10,BANCO NACIONAL DE BOLIVIA,11.8200,1,20009
2026-08-05,2026-08-06 al 2026-08-10,BANCO NACIONAL DE BOLIVIA,11.8800,1,75000
2026-08-05,2026-08-06 al 2026-08-10,BANCO NACIONAL DE BOLIVIA,12.0000,1,249975
2026-08-05,2026-08-06 al 2026-08-10,BANCO NACIONAL DE BOLIVIA,12.0100,191,191301
2026-08-05,2026-08-06 al 2026-08-10,BANCO NACIONAL DE BOLIVIA,12.0200,1,771000
2026-08-05,2026-08-06 al 2026-08-10,BANCO NACIONAL DE BOLIVIA,12.1200,1,257500
2026-08-05,2026-08-06 al 2026-08-10,BANCO PRODEM,11.8200,85,288044
2026-08-05,2026-08-06 al 2026-08-10,BANCO PYME DE LA COMUNIDAD,12.0200,12,58829
2026-08-05,2026-08-06 al 2026-08-10,BANCO PYME ECOFUTURO,11.6200,5,2714
2026-08-05,2026-08-06 al 2026-08-10,BANCO SOLIDARIO,11.4200,30,89011
2026-08-05,2026-08-06 al 2026-08-10,BANCO SOLIDARIO,11.5000,5,31083
2026-08-05,2026-08-06 al 2026-08-10,BANCO SOLIDARIO,11.6000,2,91466
2026-08-05,2026-08-06 al 2026-08-10,BANCO SOLIDARIO,11.6800,1,9334
2026-08-05,2026-08-06 al 2026-08-10,BANCO SOLIDARIO,11.7000,1,39980
2026-08-05,2026-08-06 al 2026-08-10,BANCO SOLIDARIO,11.7500,3,179709
2026-08-05,2026-08-06 al 2026-08-10,BANCO SOLIDARIO,11.8000,4,303620
2026-08-05,2026-08-06 al 2026-08-10,BANCO SOLIDARIO,12.1200,2,299600
2026-08-05,2026-08-06 al 2026-08-10,BANCO SOLIDARIO,12.1500,1,99856
2026-08-05,2026-08-06 al 2026-08-10,BANCO UNION,11.9200,163,889618
2026-08-10,2026-08-11,BANCO BISA,11.6600,58,2301413
2026-08-10,2026-08-11,BANCO BISA,11.7000,7,2436885
2026-08-10,2026-08-11,BANCO BISA,11.7100,1,30000
2026-08-10,2026-08-11,BANCO BISA,11.7200,1,26715
2026-08-10,2026-08-11,BANCO BISA,11.7300,1,24000
2026-08-10,2026-08-11,BANCO BISA,11.7500,16,2341569
2026-08-10,2026-08-11,BANCO BISA,11.7600,18,2154255
2026-08-10,2026-08-11,BANCO BISA,11.7700,1,119975
2026-08-10,2026-08-11,BANCO BISA,11.7800,2,699940
2026-08-10,2026-08-11,BANCO BISA,11.8000,10,4253336
2026-08-10,2026-08-11,BANCO BISA,11.8100,2,4000000
2026-08-10,2026-08-11,BANCO BISA,11.8200,2,1000035
2026-08-10,2026-08-11,BANCO BISA,11.8500,1,363948
2026-08-10,2026-08-11,BANCO DE CRÉDITO,11.2000,1,25000
2026-08-10,2026-08-11,BANCO DE CRÉDITO,11.4600,14,104074
2026-08-10,2026-08-11,BANCO DE CRÉDITO,11.5000,5,145788
2026-08-10,2026-08-11,BANCO DE CRÉDITO,11.5400,1,17877
2026-08-10,2026-08-11,BANCO DE CRÉDITO,11.5700,1,46651
2026-08-10,2026-08-11,BANCO DE CRÉDITO,11.6000,2,799940
2026-08-10,2026-08-11,BANCO DE CRÉDITO,11.6500,1,229940
2026-08-10,2026-08-11,BANCO DE CRÉDITO,11.7600,3,62130
2026-08-10,2026-08-11,BANCO DE CRÉDITO,11.8000,2,698629
2026-08-10,2026-08-11,BANCO DE CRÉDITO,11.8600,455,74396
2026-08-10,2026-08-11,BANCO DE CRÉDITO,11.9600,1,31200
2026-08-10,2026-08-11,BANCO DE LA NACIÓN ARGENTINA,11.3600,20,1691
2026-08-10,2026-08-11,BANCO DE LA NACIÓN ARGENTINA,11.8600,2,9825
2026-08-10,2026-08-11,BANCO ECONÓMICO,11.1000,63,48413
2026-08-10,2026-08-11,BANCO FIE,11.7600,18,347302
2026-08-10,2026-08-11,BANCO FORTALEZA,10.0000,1,10
2026-08-10,2026-08-11,BANCO FORTALEZA,11.0000,3,900
2026-08-10,2026-08-11,BANCO FORTALEZA,11.6500,1,13871
2026-08-10,2026-08-11,BANCO FORTALEZA,11.7600,2,98
2026-08-10,2026-08-11,BANCO FORTALEZA,11.8600,4,15188
2026-08-10,2026-08-11,BANCO GANADERO,9.6300,2,31200
2026-08-10,2026-08-11,BANCO GANADERO,9.7300,3,163254
2026-08-10,2026-08-11,BANCO GANADERO,9.9600,1,9530
2026-08-10,2026-08-11,BANCO GANADERO,10.2000,105,33220
2026-08-10,2026-08-11,BANCO GANADERO,11.5000,1,44000
2026-08-10,2026-08-11,BANCO GANADERO,11.7000,2,218262
2026-08-10,2026-08-11,BANCO GANADERO,11.7500,5,5549982
2026-08-10,2026-08-11,BANCO GANADERO,11.7800,1,264566
2026-08-10,2026-08-11,BANCO GANADERO,11.8000,2,365982
2026-08-10,2026-08-11,BANCO GANADERO,11.8200,4,2391223
2026-08-10,2026-08-11,BANCO GANADERO,11.8300,1,2000000
2026-08-10,2026-08-11,BANCO GANADERO,11.8500,2,6000000
2026-08-10,2026-08-11,BANCO GANADERO,11.8600,129,1509727
2026-08-10,2026-08-11,BANCO GANADERO,11.8800,2,6199856
2026-08-10,2026-08-11,BANCO GANADERO,11.9000,1,499975
2026-08-10,2026-08-11,BANCO GANADERO,11.9600,3,603
2026-08-10,2026-08-11,BANCO GANADERO,12.0000,1,1000000
2026-08-10,2026-08-11,BANCO GANADERO,12.0200,8,4286
2026-08-10,2026-08-11,BANCO GANADERO,12.0800,4,1552
2026-08-10,2026-08-11,BANCO GANADERO,12.1300,1,308
2026-08-10,2026-08-11,BANCO MERCANTIL SANTA CRUZ,11.3600,198,65042
2026-08-10,2026-08-11,BANCO MERCANTIL SANTA CRUZ,11.3700,1,0
2026-08-10,2026-08-11,BANCO MERCANTIL SANTA CRUZ,11.5450,1,100000
2026-08-10,2026-08-11,BANCO MERCANTIL SANTA CRUZ,11.5600,2,294720
2026-08-10,2026-08-11,BANCO MERCANTIL SANTA CRUZ,11.6000,1,360932
2026-08-10,2026-08-11,BANCO MERCANTIL SANTA CRUZ,11.6500,3,270736
2026-08-10,2026-08-11,BANCO MERCANTIL SANTA CRUZ,11.7500,1,478000
2026-08-10,2026-08-11,BANCO MERCANTIL SANTA CRUZ,11.7900,1,6224276
2026-08-10,2026-08-11,BANCO MERCANTIL SANTA CRUZ,11.8000,2,700000
2026-08-10,2026-08-11,BANCO MERCANTIL SANTA CRUZ,11.8600,7,600002
2026-08-10,2026-08-11,BANCO MERCANTIL SANTA CRUZ,11.8800,1,350000
2026-08-10,2026-08-11,BANCO MERCANTIL SANTA CRUZ,11.9600,2,9795
2026-08-10,2026-08-11,BANCO NACIONAL DE BOLIVIA,11.4600,357,1106529
2026-08-10,2026-08-11,BANCO NACIONAL DE BOLIVIA,11.4700,1,12458
2026-08-10,2026-08-11,BANCO NACIONAL DE BOLIVIA,11.6600,1,21775
2026-08-10,2026-08-11,BANCO NACIONAL DE BOLIVIA,11.6800,1,151
2026-08-10,2026-08-11,BANCO NACIONAL DE BOLIVIA,11.7600,1,112487
2026-08-10,2026-08-11,BANCO NACIONAL DE BOLIVIA,11.7950,1,119975
2026-08-10,2026-08-11,BANCO NACIONAL DE BOLIVIA,11.8500,165,59876
2026-08-10,2026-08-11,BANCO NACIONAL DE BOLIVIA,11.8600,4,1300003
2026-08-10,2026-08-11,BANCO NACIONAL DE BOLIVIA,11.9900,2,6150
2026-08-10,2026-08-11,BANCO PRODEM,11.6600,97,349500
2026-08-10,2026-08-11,BANCO PYME DE LA COMUNIDAD,11.8600,15,47533
2026-08-10,2026-08-11,BANCO PYME ECOFUTURO,11.4600,4,3316
2026-08-10,2026-08-11,BANCO SOLIDARIO,11.2500,3,25789
2026-08-10,2026-08-11,BANCO SOLIDARIO,11.2600,1,100000
2026-08-10,2026-08-11,BANCO SOLIDARIO,11.2700,57,66634
2026-08-10,2026-08-11,BANCO SOLIDARIO,11.3000,1,122390
2026-08-10,2026-08-11,BANCO SOLIDARIO,11.4000,7,5443
2026-08-10,2026-08-11,BANCO SOLIDARIO,11.4400,1,119100
2026-08-10,2026-08-11,BANCO SOLIDARIO,11.7000,1,299810
2026-08-10,2026-08-11,BANCO SOLIDARIO,11.7700,1,15818
2026-08-10,2026-08-11,BANCO SOLIDARIO,11.8000,1,400000
2026-08-10,2026-08-11,BANCO UNION,11.3600,95,248374
2026-08-10,2026-08-11,BANCO UNION,12.0800,1,37
2026-08-11,2026-08-12,BANCO BISA,11.5700,69,86752
2026-08-11,2026-08-12,BANCO BISA,11.6600,35,90389
2026-08-11,2026-08-12,BANCO BISA,11.6700,10,119309
2026-08-11,2026-08-12,BANCO BISA,11.6800,1,40950
2026-08-11,2026-08-12,BANCO BISA,11.6900,1,26646
2026-08-11,2026-08-12,BANCO BISA,11.7000,6,1662274
2026-08-11,2026-08-12,BANCO BISA,11.7100,2,899950
2026-08-11,2026-08-12,BANCO BISA,11.7200,2,338411
2026-08-11,2026-08-12,BANCO BISA,11.7250,2,58699980
2026-08-11,2026-08-12,BANCO BISA,11.7300,2,250000
2026-08-11,2026-08-12,BANCO BISA,11.7400,1,99983
2026-08-11,2026-08-12,BANCO BISA,11.7500,30,6418282
2026-08-11,2026-08-12,BANCO BISA,11.7600,4,634201
2026-08-11,2026-08-12,BANCO BISA,11.7700,4,200003
2026-08-11,2026-08-12,BANCO BISA,11.8200,1,2832230
2026-08-11,2026-08-12,BANCO BISA,11.9000,11,56759
2026-08-11,2026-08-12,BANCO BISA,12.0000,12,114622
2026-08-11,2026-08-12,BANCO DE CRÉDITO,11.3700,24,103285
2026-08-11,2026-08-12,BANCO DE CRÉDITO,11.4500,1,8712
2026-08-11,2026-08-12,BANCO DE CRÉDITO,11.5000,3,103682
2026-08-11,2026-08-12,BANCO DE CRÉDITO,11.5600,2,48331
2026-08-11,2026-08-12,BANCO DE CRÉDITO,11.6000,1,643000
2026-08-11,2026-08-12,BANCO DE CRÉDITO,11.7500,1,6002
2026-08-11,2026-08-12,BANCO DE CRÉDITO,11.8600,324,36018
2026-08-11,2026-08-12,BANCO DE CRÉDITO,11.8700,2,73915
2026-08-11,2026-08-12,BANCO DE CRÉDITO,12.1200,1,5000
2026-08-11,2026-08-12,BANCO DE CRÉDITO,12.3900,1,200
2026-08-11,2026-08-12,BANCO DE LA NACIÓN ARGENTINA,11.2700,3,580
2026-08-11,2026-08-12,BANCO ECONÓMICO,11.2000,63,31075
2026-08-11,2026-08-12,BANCO ECONÓMICO,11.5000,2,4100
2026-08-11,2026-08-12,BANCO ECONÓMICO,11.6000,2,509000
2026-08-11,2026-08-12,BANCO ECONÓMICO,11.8600,1,174440
2026-08-11,2026-08-12,BANCO FIE,11.6700,18,609139
2026-08-11,2026-08-12,BANCO FIE,11.8000,1,299985
2026-08-11,2026-08-12,BANCO FORTALEZA,11.6000,3,147535
2026-08-11,2026-08-12,BANCO FORTALEZA,11.6700,4,723
2026-08-11,2026-08-12,BANCO FORTALEZA,11.7700,1,170
2026-08-11,2026-08-12,BANCO GANADERO,9.6300,1,17280
2026-08-11,2026-08-12,BANCO GANADERO,9.7300,1,120453
2026-08-11,2026-08-12,BANCO GANADERO,9.9600,1,17429
2026-08-11,2026-08-12,BANCO GANADERO,10.0000,90,22160
2026-08-11,2026-08-12,BANCO GANADERO,11.5000,1,44804
2026-08-11,2026-08-12,BANCO GANADERO,11.5400,1,70
2026-08-11,2026-08-12,BANCO GANADERO,11.6200,1,1000000
2026-08-11,2026-08-12,BANCO GANADERO,11.6500,4,500000
2026-08-11,2026-08-12,BANCO GANADERO,11.6700,1,499980
2026-08-11,2026-08-12,BANCO GANADERO,11.7000,4,2241607
2026-08-11,2026-08-12,BANCO GANADERO,11.7200,1,134260
2026-08-11,2026-08-12,BANCO GANADERO,11.7400,1,1999975
2026-08-11,2026-08-12,BANCO GANADERO,11.7500,5,2499950
2026-08-11,2026-08-12,BANCO GANADERO,11.7600,2,1515460
2026-08-11,2026-08-12,BANCO GANADERO,11.7700,38,1209197
2026-08-11,2026-08-12,BANCO GANADERO,11.8600,13,21987
2026-08-11,2026-08-12,BANCO GANADERO,11.8700,8,9
2026-08-11,2026-08-12,BANCO GANADERO,12.0200,3,208
2026-08-11,2026-08-12,BANCO GANADERO,12.1300,2,493
2026-08-11,2026-08-12,BANCO MERCANTIL SANTA CRUZ,11.2700,206,329611
2026-08-11,2026-08-12,BANCO MERCANTIL SANTA CRUZ,11.2800,1,0
2026-08-11,2026-08-12,BANCO MERCANTIL SANTA CRUZ,11.4500,1,183643
2026-08-11,2026-08-12,BANCO MERCANTIL SANTA CRUZ,11.6000,4,189735
2026-08-11,2026-08-12,BANCO MERCANTIL SANTA CRUZ,11.7700,8,430697
2026-08-11,2026-08-12,BANCO NACIONAL DE BOLIVIA,11.0200,135,205406
2026-08-11,2026-08-12,BANCO NACIONAL DE BOLIVIA,11.1200,1,30000
2026-08-11,2026-08-12,BANCO NACIONAL DE BOLIVIA,11.2000,1,531
2026-08-11,2026-08-12,BANCO NACIONAL DE BOLIVIA,11.2700,11,20122
2026-08-11,2026-08-12,BANCO NACIONAL DE BOLIVIA,11.3000,1,61947
2026-08-11,2026-08-12,BANCO NACIONAL DE BOLIVIA,11.3700,2,46051
2026-08-11,2026-08-12,BANCO NACIONAL DE BOLIVIA,11.5000,2,300000
2026-08-11,2026-08-12,BANCO NACIONAL DE BOLIVIA,11.5700,1,57000
2026-08-11,2026-08-12,BANCO NACIONAL DE BOLIVIA,11.7600,136,188878
2026-08-11,2026-08-12,BANCO NACIONAL DE BOLIVIA,11.7700,1,236
2026-08-11,2026-08-12,BANCO PRODEM,11.5700,98,409921
2026-08-11,2026-08-12,BANCO PYME DE LA COMUNIDAD,11.7700,8,8301
2026-08-11,2026-08-12,BANCO PYME ECOFUTURO,11.3700,1,200
2026-08-11,2026-08-12,BANCO SOLIDARIO,11.1800,27,15172
2026-08-11,2026-08-12,BANCO SOLIDARIO,11.3500,1,16833
2026-08-11,2026-08-12,BANCO SOLIDARIO,11.5000,2,399855
2026-08-11,2026-08-12,BANCO SOLIDARIO,11.5800,1,149905
2026-08-11,2026-08-12,BANCO SOLIDARIO,11.6000,4,35229
2026-08-11,2026-08-12,BANCO SOLIDARIO,11.7700,2,3499810
2026-08-11,2026-08-12,BANCO SOLIDARIO,11.8050,2,1549810
2026-08-11,2026-08-12,BANCO SOLIDARIO,11.8700,5,240455
2026-08-11,2026-08-12,BANCO UNION,10.5000,61,510473
2026-08-11,2026-08-12,BANCO UNION,11.5000,1,154842
2026-08-12,2026-08-13,BANCO BISA,11.5100,42,122136
2026-08-12,2026-08-13,BANCO BISA,11.5500,2,7580
2026-08-12,2026-08-13,BANCO BISA,11.5600,1,17213
2026-08-12,2026-08-13,BANCO BISA,11.6000,3,115053
2026-08-12,2026-08-13,BANCO BISA,11.6100,8,74441
2026-08-12,2026-08-13,BANCO BISA,11.6200,1,20000
2026-08-12,2026-08-13,BANCO BISA,11.6500,18,738262
2026-08-12,2026-08-13,BANCO BISA,11.6700,1,500000
2026-08-12,2026-08-13,BANCO BISA,11.6850,1,466581
2026-08-12,2026-08-13,BANCO BISA,11.6900,2,694765
2026-08-12,2026-08-13,BANCO BISA,11.7000,13,8366913
2026-08-12,2026-08-13,BANCO BISA,11.7100,3,500080
2026-08-12,2026-08-13,BANCO BISA,11.7300,1,500000
2026-08-12,2026-08-13,BANCO BISA,11.7500,14,163908
