fecha_corte,vigencia,banco,tc,operaciones,monto_usd
2026-08-12,2026-08-13,BANCO BISA,11.9000,7,11272
2026-08-12,2026-08-13,BANCO BISA,12.0000,9,19922
2026-08-12,2026-08-13,BANCO DE CRÉDITO,11.3100,18,70024
2026-08-12,2026-08-13,BANCO DE CRÉDITO,11.4500,3,26790
2026-08-12,2026-08-13,BANCO DE CRÉDITO,11.5000,4,432620
2026-08-12,2026-08-13,BANCO DE CRÉDITO,11.6000,2,299965
2026-08-12,2026-08-13,BANCO DE CRÉDITO,11.6500,1,860011
2026-08-12,2026-08-13,BANCO DE CRÉDITO,11.7000,3,3641469
2026-08-12,2026-08-13,BANCO DE CRÉDITO,11.7100,333,32135
2026-08-12,2026-08-13,BANCO DE CRÉDITO,11.8100,1,43000
2026-08-12,2026-08-13,BANCO DE CRÉDITO,11.8400,3,4400
2026-08-12,2026-08-13,BANCO DE CRÉDITO,11.9600,1,500000
2026-08-12,2026-08-13,BANCO DE LA NACIÓN ARGENTINA,11.2100,2,1350
2026-08-12,2026-08-13,BANCO ECONÓMICO,11.4000,70,121250
2026-08-12,2026-08-13,BANCO ECONÓMICO,11.4500,1,100000
2026-08-12,2026-08-13,BANCO ECONÓMICO,11.5000,1,10000
2026-08-12,2026-08-13,BANCO ECONÓMICO,11.5500,1,299990
2026-08-12,2026-08-13,BANCO FIE,11.6100,12,54088
2026-08-12,2026-08-13,BANCO FIE,11.6700,1,90000
2026-08-12,2026-08-13,BANCO FIE,11.7400,1,43524
2026-08-12,2026-08-13,BANCO FORTALEZA,11.0000,1,20
2026-08-12,2026-08-13,BANCO FORTALEZA,11.4000,1,10000
2026-08-12,2026-08-13,BANCO FORTALEZA,11.5000,2,290545
2026-08-12,2026-08-13,BANCO FORTALEZA,11.5400,1,1500000
2026-08-12,2026-08-13,BANCO FORTALEZA,11.6100,5,5039
2026-08-12,2026-08-13,BANCO FORTALEZA,11.7100,7,2863
2026-08-12,2026-08-13,BANCO FORTALEZA,11.8100,1,663403
2026-08-12,2026-08-13,BANCO GANADERO,9.6300,1,17276
2026-08-12,2026-08-13,BANCO GANADERO,9.7300,2,116243
2026-08-12,2026-08-13,BANCO GANADERO,9.9600,1,10122
2026-08-12,2026-08-13,BANCO GANADERO,10.0000,103,168209
2026-08-12,2026-08-13,BANCO GANADERO,11.3000,1,10000
2026-08-12,2026-08-13,BANCO GANADERO,11.6000,1,53209
2026-08-12,2026-08-13,BANCO GANADERO,11.6500,1,45820
2026-08-12,2026-08-13,BANCO GANADERO,11.6600,1,318982
2026-08-12,2026-08-13,BANCO GANADERO,11.6800,3,2225938
2026-08-12,2026-08-13,BANCO GANADERO,11.6950,1,2017557
2026-08-12,2026-08-13,BANCO GANADERO,11.7000,1,174524
2026-08-12,2026-08-13,BANCO GANADERO,11.7100,90,1205503
2026-08-12,2026-08-13,BANCO GANADERO,11.7300,1,999880
2026-08-12,2026-08-13,BANCO GANADERO,11.7510,2,1000000
2026-08-12,2026-08-13,BANCO GANADERO,11.7700,38,13004
2026-08-12,2026-08-13,BANCO GANADERO,11.8100,3,4
2026-08-12,2026-08-13,BANCO GANADERO,11.8600,21,5119
2026-08-12,2026-08-13,BANCO GANADERO,11.9634,1,16
2026-08-12,2026-08-13,BANCO GANADERO,12.0200,1,42
2026-08-12,2026-08-13,BANCO GANADERO,12.0800,2,441
2026-08-12,2026-08-13,BANCO GANADERO,12.1500,1,465
2026-08-12,2026-08-13,BANCO MERCANTIL SANTA CRUZ,11.2100,138,128526
2026-08-12,2026-08-13,BANCO MERCANTIL SANTA CRUZ,11.2200,2,1
2026-08-12,2026-08-13,BANCO MERCANTIL SANTA CRUZ,11.2500,2,0
2026-08-12,2026-08-13,BANCO MERCANTIL SANTA CRUZ,11.4100,1,21510
2026-08-12,2026-08-13,BANCO MERCANTIL SANTA CRUZ,11.5800,1,212920
2026-08-12,2026-08-13,BANCO MERCANTIL SANTA CRUZ,11.6000,1,315000
2026-08-12,2026-08-13,BANCO MERCANTIL SANTA CRUZ,11.6800,1,600000
2026-08-12,2026-08-13,BANCO MERCANTIL SANTA CRUZ,11.7100,3,741197
2026-08-12,2026-08-13,BANCO MERCANTIL SANTA CRUZ,11.7550,2,3000000
2026-08-12,2026-08-13,BANCO MERCANTIL SANTA CRUZ,11.8100,2,28950
2026-08-12,2026-08-13,BANCO NACIONAL DE BOLIVIA,10.9600,115,340105
2026-08-12,2026-08-13,BANCO NACIONAL DE BOLIVIA,11.0000,1,1419
2026-08-12,2026-08-13,BANCO NACIONAL DE BOLIVIA,11.2000,1,1386
2026-08-12,2026-08-13,BANCO NACIONAL DE BOLIVIA,11.2100,4,30280
2026-08-12,2026-08-13,BANCO NACIONAL DE BOLIVIA,11.2500,1,14075
2026-08-12,2026-08-13,BANCO NACIONAL DE BOLIVIA,11.3100,1,800
2026-08-12,2026-08-13,BANCO NACIONAL DE BOLIVIA,11.5000,1,73807
2026-08-12,2026-08-13,BANCO NACIONAL DE BOLIVIA,11.5100,2,88945
2026-08-12,2026-08-13,BANCO NACIONAL DE BOLIVIA,11.6500,2,2405572
2026-08-12,2026-08-13,BANCO NACIONAL DE BOLIVIA,11.6700,1,4493
2026-08-12,2026-08-13,BANCO NACIONAL DE BOLIVIA,11.7000,137,102878
2026-08-12,2026-08-13,BANCO NACIONAL DE BOLIVIA,11.7100,4,359
2026-08-12,2026-08-13,BANCO NACIONAL DE BOLIVIA,11.7400,2,17861
2026-08-12,2026-08-13,BANCO NACIONAL DE BOLIVIA,11.8700,1,825
2026-08-12,2026-08-13,BANCO PRODEM,11.4100,69,271193
2026-08-12,2026-08-13,BANCO PYME DE LA COMUNIDAD,11.3100,2,5000
2026-08-12,2026-08-13,BANCO PYME DE LA COMUNIDAD,11.7100,6,3462
2026-08-12,2026-08-13,BANCO SOLIDARIO,11.1200,25,9968
2026-08-12,2026-08-13,BANCO SOLIDARIO,11.3500,1,25000
2026-08-12,2026-08-13,BANCO SOLIDARIO,11.5000,2,30455
2026-08-12,2026-08-13,BANCO SOLIDARIO,11.6000,2,414728
2026-08-12,2026-08-13,BANCO SOLIDARIO,11.7100,1,32765
2026-08-12,2026-08-13,BANCO SOLIDARIO,11.7500,1,134224
2026-08-12,2026-08-13,BANCO UNION,10.5000,26,41104
2026-08-12,2026-08-13,BANCO UNION,11.3600,4,10077
2026-08-13,2026-08-14,BANCO BISA,11.3500,3,1942
2026-08-13,2026-08-14,BANCO BISA,11.3600,2,500000
2026-08-13,2026-08-14,BANCO BISA,11.4600,38,93557
2026-08-13,2026-08-14,BANCO BISA,11.5100,2,4422
2026-08-13,2026-08-14,BANCO BISA,11.5500,8,14459
2026-08-13,2026-08-14,BANCO BISA,11.5600,9,67018
2026-08-13,2026-08-14,BANCO BISA,11.6000,7,235970
2026-08-13,2026-08-14,BANCO BISA,11.6300,3,741808
2026-08-13,2026-08-14,BANCO BISA,11.6400,4,1071729
2026-08-13,2026-08-14,BANCO BISA,11.6500,16,1263909
2026-08-13,2026-08-14,BANCO BISA,11.6600,14,4539378
2026-08-13,2026-08-14,BANCO BISA,11.6650,4,3049925
2026-08-13,2026-08-14,BANCO BISA,11.6800,1,1044436
2026-08-13,2026-08-14,BANCO BISA,11.7500,8,115057
2026-08-13,2026-08-14,BANCO BISA,11.9000,4,13638
2026-08-13,2026-08-14,BANCO BISA,12.0000,5,13048
2026-08-13,2026-08-14,BANCO DE CRÉDITO,9.8600,1,6885
2026-08-13,2026-08-14,BANCO DE CRÉDITO,11.2600,19,51439
2026-08-13,2026-08-14,BANCO DE CRÉDITO,11.4000,1,29987
2026-08-13,2026-08-14,BANCO DE CRÉDITO,11.4600,232,29154
2026-08-13,2026-08-14,BANCO DE CRÉDITO,11.5000,2,704890
2026-08-13,2026-08-14,BANCO DE CRÉDITO,11.5800,1,89557
2026-08-13,2026-08-14,BANCO DE CRÉDITO,11.6600,6,2863397
2026-08-13,2026-08-14,BANCO DE CRÉDITO,11.7000,1,1000000
2026-08-13,2026-08-14,BANCO DE CRÉDITO,11.7900,1,5000
2026-08-13,2026-08-14,BANCO DE CRÉDITO,11.9900,1,712
2026-08-13,2026-08-14,BANCO DE LA NACIÓN ARGENTINA,11.1600,4,788
2026-08-13,2026-08-14,BANCO DE LA NACIÓN ARGENTINA,11.5500,1,145000
2026-08-13,2026-08-14,BANCO ECONÓMICO,11.4000,75,585578
2026-08-13,2026-08-14,BANCO ECONÓMICO,11.4200,2,206000
2026-08-13,2026-08-14,BANCO ECONÓMICO,11.4300,2,140000
2026-08-13,2026-08-14,BANCO ECONÓMICO,11.4500,3,133000
2026-08-13,2026-08-14,BANCO ECONÓMICO,11.5000,5,79577
2026-08-13,2026-08-14,BANCO FIE,11.5600,14,12182
2026-08-13,2026-08-14,BANCO FIE,11.6000,1,50000
2026-08-13,2026-08-14,BANCO FIE,11.6700,1,15000
2026-08-13,2026-08-14,BANCO FORTALEZA,11.5000,1,50000
2026-08-13,2026-08-14,BANCO FORTALEZA,11.5300,1,50965
2026-08-13,2026-08-14,BANCO FORTALEZA,11.5500,1,100000
2026-08-13,2026-08-14,BANCO FORTALEZA,11.5600,6,4279
2026-08-13,2026-08-14,BANCO FORTALEZA,11.6600,6,7003
2026-08-13,2026-08-14,BANCO GANADERO,9.6300,1,13760
2026-08-13,2026-08-14,BANCO GANADERO,9.7300,1,75995
2026-08-13,2026-08-14,BANCO GANADERO,9.9600,1,4231
2026-08-13,2026-08-14,BANCO GANADERO,10.0000,78,41234
2026-08-13,2026-08-14,BANCO GANADERO,11.0000,2,699
2026-08-13,2026-08-14,BANCO GANADERO,11.5000,1,78982
2026-08-13,2026-08-14,BANCO GANADERO,11.6100,1,2451208
2026-08-13,2026-08-14,BANCO GANADERO,11.6300,4,1725600
2026-08-13,2026-08-14,BANCO GANADERO,11.6600,50,974426
2026-08-13,2026-08-14,BANCO GANADERO,11.6800,1,399975
2026-08-13,2026-08-14,BANCO GANADERO,11.7100,18,6159
2026-08-13,2026-08-14,BANCO GANADERO,11.7600,5,3
2026-08-13,2026-08-14,BANCO GANADERO,11.7700,6,2502
2026-08-13,2026-08-14,BANCO GANADERO,11.8600,11,6002
2026-08-13,2026-08-14,BANCO GANADERO,12.0100,1,250
2026-08-13,2026-08-14,BANCO GANADERO,12.1300,3,708
2026-08-13,2026-08-14,BANCO MERCANTIL SANTA CRUZ,11.1600,40,26536
2026-08-13,2026-08-14,BANCO MERCANTIL SANTA CRUZ,11.1700,1,0
2026-08-13,2026-08-14,BANCO MERCANTIL SANTA CRUZ,11.5050,2,103396
2026-08-13,2026-08-14,BANCO MERCANTIL SANTA CRUZ,11.5100,2,167932
2026-08-13,2026-08-14,BANCO MERCANTIL SANTA CRUZ,11.5500,4,1217146
2026-08-13,2026-08-14,BANCO MERCANTIL SANTA CRUZ,11.6000,2,97030
2026-08-13,2026-08-14,BANCO MERCANTIL SANTA CRUZ,11.6400,1,499932
2026-08-13,2026-08-14,BANCO MERCANTIL SANTA CRUZ,11.6500,1,600000
2026-08-13,2026-08-14,BANCO MERCANTIL SANTA CRUZ,11.6600,127,4425997
2026-08-13,2026-08-14,BANCO MERCANTIL SANTA CRUZ,11.6950,1,259940
2026-08-13,2026-08-14,BANCO MERCANTIL SANTA CRUZ,11.6960,1,3000000
2026-08-13,2026-08-14,BANCO MERCANTIL SANTA CRUZ,11.7600,2,423200
2026-08-13,2026-08-14,BANCO NACIONAL DE BOLIVIA,10.9100,194,244357
2026-08-13,2026-08-14,BANCO NACIONAL DE BOLIVIA,11.1600,8,5970
2026-08-13,2026-08-14,BANCO NACIONAL DE BOLIVIA,11.2000,1,985
2026-08-13,2026-08-14,BANCO NACIONAL DE BOLIVIA,11.6000,1,865530
2026-08-13,2026-08-14,BANCO NACIONAL DE BOLIVIA,11.6200,1,500000
2026-08-13,2026-08-14,BANCO NACIONAL DE BOLIVIA,11.6500,19,251436
2026-08-13,2026-08-14,BANCO NACIONAL DE BOLIVIA,11.6600,1,1000000
2026-08-13,2026-08-14,BANCO NACIONAL DE BOLIVIA,11.7400,1,3483
2026-08-13,2026-08-14,BANCO PRODEM,11.3600,43,177954
2026-08-13,2026-08-14,BANCO PYME DE LA COMUNIDAD,11.2600,1,4300
2026-08-13,2026-08-14,BANCO PYME DE LA COMUNIDAD,11.5100,1,2100
2026-08-13,2026-08-14,BANCO PYME DE LA COMUNIDAD,11.6600,4,7001
2026-08-13,2026-08-14,BANCO PYME ECOFUTURO,11.2600,2,1500
2026-08-13,2026-08-14,BANCO SOLIDARIO,11.0800,31,33351
2026-08-13,2026-08-14,BANCO SOLIDARIO,11.5500,2,18105
2026-08-13,2026-08-14,BANCO SOLIDARIO,11.5800,1,167124
2026-08-13,2026-08-14,BANCO SOLIDARIO,11.6000,1,2999880
2026-08-13,2026-08-14,BANCO SOLIDARIO,11.7600,1,63230
2026-08-13,2026-08-14,BANCO UNION,10.1600,28,18225
2026-08-14,2026-08-17,BANCO BISA,11.3500,3,810
2026-08-14,2026-08-17,BANCO BISA,11.4200,38,61756
2026-08-14,2026-08-17,BANCO BISA,11.4600,1,2058
2026-08-14,2026-08-17,BANCO BISA,11.4900,2,82363
2026-08-14,2026-08-17,BANCO BISA,11.5000,3,171303
2026-08-14,2026-08-17,BANCO BISA,11.5200,14,92833
2026-08-14,2026-08-17,BANCO BISA,11.5500,18,9187492
2026-08-14,2026-08-17,BANCO BISA,11.5800,1,35000
2026-08-14,2026-08-17,BANCO BISA,11.6000,4,977065
2026-08-14,2026-08-17,BANCO BISA,11.6100,1,571705
2026-08-14,2026-08-17,BANCO BISA,11.6200,3,1499975
2026-08-14,2026-08-17,BANCO BISA,11.6500,9,42450
2026-08-14,2026-08-17,BANCO BISA,11.7500,12,67573
2026-08-14,2026-08-17,BANCO BISA,11.9000,5,3119
2026-08-14,2026-08-17,BANCO BISA,12.0000,9,5166
2026-08-14,2026-08-17,BANCO DE CRÉDITO,11.4200,306,31099
2026-08-14,2026-08-17,BANCO DE CRÉDITO,11.4500,1,29950
2026-08-14,2026-08-17,BANCO DE CRÉDITO,11.5500,2,699950
2026-08-14,2026-08-17,BANCO DE CRÉDITO,11.6000,3,609990
2026-08-14,2026-08-17,BANCO DE CRÉDITO,11.6500,4,1519598
2026-08-14,2026-08-17,BANCO DE CRÉDITO,11.7200,1,150000
2026-08-14,2026-08-17,BANCO DE LA NACIÓN ARGENTINA,11.1200,8,355
2026-08-14,2026-08-17,BANCO DE LA NACIÓN ARGENTINA,11.3500,1,8000
2026-08-14,2026-08-17,BANCO DE LA NACIÓN ARGENTINA,11.5000,1,23220
2026-08-14,2026-08-17,BANCO DE LA NACIÓN ARGENTINA,11.6200,1,500
2026-08-14,2026-08-17,BANCO ECONÓMICO,11.3000,29,13280
2026-08-14,2026-08-17,BANCO ECONÓMICO,11.4000,24,123969
2026-08-14,2026-08-17,BANCO ECONÓMICO,11.5500,1,645000
2026-08-14,2026-08-17,BANCO FIE,11.4200,26,81465
2026-08-14,2026-08-17,BANCO FIE,11.6500,1,1000000
2026-08-14,2026-08-17,BANCO FIE,11.7200,1,4987
2026-08-14,2026-08-17,BANCO FORTALEZA,10.0000,2,103
2026-08-14,2026-08-17,BANCO FORTALEZA,11.4000,2,46015
2026-08-14,2026-08-17,BANCO FORTALEZA,11.5000,1,40000
2026-08-14,2026-08-17,BANCO FORTALEZA,11.5200,6,4844
2026-08-14,2026-08-17,BANCO FORTALEZA,11.6000,1,150000
2026-08-14,2026-08-17,BANCO FORTALEZA,11.6200,4,218
2026-08-14,2026-08-17,BANCO GANADERO,9.6300,1,7531
2026-08-14,2026-08-17,BANCO GANADERO,9.7300,2,28389
2026-08-14,2026-08-17,BANCO GANADERO,9.9600,1,7208
2026-08-14,2026-08-17,BANCO GANADERO,10.0000,83,17665
2026-08-14,2026-08-17,BANCO GANADERO,11.5700,4,1254190
2026-08-14,2026-08-17,BANCO GANADERO,11.5800,1,4085671
2026-08-14,2026-08-17,BANCO GANADERO,11.5900,3,1690172
2026-08-14,2026-08-17,BANCO GANADERO,11.5950,1,1000000
2026-08-14,2026-08-17,BANCO GANADERO,11.6000,1,46429
2026-08-14,2026-08-17,BANCO GANADERO,11.6200,45,1021974
2026-08-14,2026-08-17,BANCO GANADERO,11.6350,1,2000000
2026-08-14,2026-08-17,BANCO GANADERO,11.6600,20,7314
2026-08-14,2026-08-17,BANCO GANADERO,11.7100,3,739
2026-08-14,2026-08-17,BANCO GANADERO,11.7200,1,1
2026-08-14,2026-08-17,BANCO GANADERO,11.8600,3,351
2026-08-14,2026-08-17,BANCO MERCANTIL SANTA CRUZ,11.1200,145,128091
2026-08-14,2026-08-17,BANCO MERCANTIL SANTA CRUZ,11.1300,1,0
2026-08-14,2026-08-17,BANCO MERCANTIL SANTA CRUZ,11.2000,1,0
2026-08-14,2026-08-17,BANCO MERCANTIL SANTA CRUZ,11.3000,1,18368
2026-08-14,2026-08-17,BANCO MERCANTIL SANTA CRUZ,11.3200,2,48160
2026-08-14,2026-08-17,BANCO MERCANTIL SANTA CRUZ,11.4200,1,3850
2026-08-14,2026-08-17,BANCO MERCANTIL SANTA CRUZ,11.4700,2,139707
2026-08-14,2026-08-17,BANCO MERCANTIL SANTA CRUZ,11.5000,1,39955
2026-08-14,2026-08-17,BANCO MERCANTIL SANTA CRUZ,11.5700,1,244888
2026-08-14,2026-08-17,BANCO MERCANTIL SANTA CRUZ,11.6010,8,1394131
2026-08-14,2026-08-17,BANCO MERCANTIL SANTA CRUZ,11.6100,1,499935
2026-08-14,2026-08-17,BANCO MERCANTIL SANTA CRUZ,11.6200,7,3007500
2026-08-14,2026-08-17,BANCO NACIONAL DE BOLIVIA,10.5500,1,1290
2026-08-14,2026-08-17,BANCO NACIONAL DE BOLIVIA,11.1200,220,287711
2026-08-14,2026-08-17,BANCO NACIONAL DE BOLIVIA,11.4200,3,101534
2026-08-14,2026-08-17,BANCO NACIONAL DE BOLIVIA,11.5200,1,264985
2026-08-14,2026-08-17,BANCO NACIONAL DE BOLIVIA,11.6100,23,2391
2026-08-14,2026-08-17,BANCO NACIONAL DE BOLIVIA,11.6500,1,499980
2026-08-14,2026-08-17,BANCO NACIONAL DE BOLIVIA,11.6900,2,1875
2026-08-14,2026-08-17,BANCO PRODEM,11.3200,24,50458
2026-08-14,2026-08-17,BANCO PYME ECOFUTURO,11.2200,1,1
2026-08-14,2026-08-17,BANCO SOLIDARIO,11.0400,24,3621
2026-08-14,2026-08-17,BANCO SOLIDARIO,11.4000,1,139143
2026-08-14,2026-08-17,BANCO SOLIDARIO,11.4700,1,60008
2026-08-14,2026-08-17,BANCO SOLIDARIO,11.5000,4,51695
2026-08-14,2026-08-17,BANCO SOLIDARIO,11.6200,1,40000
2026-08-14,2026-08-17,BANCO SOLIDARIO,11.7200,1,76000
2026-08-14,2026-08-17,BANCO UNION,10.5000,24,10019
2026-08-14,2026-08-17,BANCO UNION,11.7200,1,49935
2026-08-17,2026-08-18,BANCO BISA,11.3800,24,60167
2026-08-17,2026-08-18,BANCO BISA,11.4000,1,10000
2026-08-17,2026-08-18,BANCO BISA,11.4200,1,100
2026-08-17,2026-08-18,BANCO BISA,11.4500,4,2421
2026-08-17,2026-08-18,BANCO BISA,11.4700,1,27440
2026-08-17,2026-08-18,BANCO BISA,11.4800,10,45124
2026-08-17,2026-08-18,BANCO BISA,11.5000,4,534865
2026-08-17,2026-08-18,BANCO BISA,11.5200,1,49875
2026-08-17,2026-08-18,BANCO BISA,11.5400,1,16216
2026-08-17,2026-08-18,BANCO BISA,11.5500,2,600000
2026-08-17,2026-08-18,BANCO BISA,11.5600,7,1649408
2026-08-17,2026-08-18,BANCO BISA,11.5650,1,699975
2026-08-17,2026-08-18,BANCO BISA,11.5700,5,1801758
2026-08-17,2026-08-18,BANCO BISA,11.5800,1,1
2026-08-17,2026-08-18,BANCO BISA,11.5850,1,1000000
2026-08-17,2026-08-18,BANCO DE CRÉDITO,11.1800,37,84625
2026-08-17,2026-08-18,BANCO DE CRÉDITO,11.3800,319,28718
2026-08-17,2026-08-18,BANCO DE CRÉDITO,11.4500,2,120210
2026-08-17,2026-08-18,BANCO DE CRÉDITO,11.5000,2,40026
2026-08-17,2026-08-18,BANCO DE CRÉDITO,11.5500,2,239292
2026-08-17,2026-08-18,BANCO DE CRÉDITO,11.5800,3,266836
2026-08-17,2026-08-18,BANCO DE CRÉDITO,11.6200,1,31919
2026-08-17,2026-08-18,BANCO DE CRÉDITO,11.6400,1,1500000
2026-08-17,2026-08-18,BANCO DE CRÉDITO,11.7000,2,7056
2026-08-17,2026-08-18,BANCO DE CRÉDITO,11.7900,2,5020
2026-08-17,2026-08-18,BANCO DE LA NACIÓN ARGENTINA,11.0800,29,2332
2026-08-17,2026-08-18,BANCO ECONÓMICO,11.2500,51,33063
2026-08-17,2026-08-18,BANCO ECONÓMICO,11.5000,1,299990
2026-08-17,2026-08-18,BANCO FIE,11.3800,29,72087
2026-08-17,2026-08-18,BANCO FIE,11.5200,1,90000
2026-08-17,2026-08-18,BANCO FIE,11.5700,1,78000
2026-08-17,2026-08-18,BANCO FORTALEZA,11.4000,1,19930
2026-08-17,2026-08-18,BANCO FORTALEZA,11.4800,3,10266
2026-08-17,2026-08-18,BANCO FORTALEZA,11.5800,2,20
2026-08-17,2026-08-18,BANCO FORTALEZA,11.6000,1,305258
2026-08-17,2026-08-18,BANCO GANADERO,9.6300,1,16674
2026-08-17,2026-08-18,BANCO GANADERO,9.7300,1,60247
2026-08-17,2026-08-18,BANCO GANADERO,9.9600,1,12888
2026-08-17,2026-08-18,BANCO GANADERO,10.0000,75,22534
2026-08-17,2026-08-18,BANCO GANADERO,10.7000,1,7237
2026-08-17,2026-08-18,BANCO GANADERO,11.5200,1,99980
2026-08-17,2026-08-18,BANCO GANADERO,11.5500,3,1186783
2026-08-17,2026-08-18,BANCO GANADERO,11.5600,15,75692
2026-08-17,2026-08-18,BANCO GANADERO,11.5656,1,7299936
2026-08-17,2026-08-18,BANCO GANADERO,11.5700,4,1563297
2026-08-17,2026-08-18,BANCO GANADERO,11.5800,48,945069
2026-08-17,2026-08-18,BANCO GANADERO,11.6000,1,1000000
2026-08-17,2026-08-18,BANCO GANADERO,11.6200,7,2934
2026-08-17,2026-08-18,BANCO GANADERO,11.6400,1,349975
2026-08-17,2026-08-18,BANCO GANADERO,11.6600,5,1576
2026-08-17,2026-08-18,BANCO GANADERO,11.7700,1,221
2026-08-17,2026-08-18,BANCO GANADERO,12.1500,1,82
2026-08-17,2026-08-18,BANCO MERCANTIL SANTA CRUZ,11.0800,145,242554
2026-08-17,2026-08-18,BANCO MERCANTIL SANTA CRUZ,11.0900,2,1
2026-08-17,2026-08-18,BANCO MERCANTIL SANTA CRUZ,11.1800,1,2000
2026-08-17,2026-08-18,BANCO MERCANTIL SANTA CRUZ,11.5700,2,238450
2026-08-17,2026-08-18,BANCO MERCANTIL SANTA CRUZ,11.5800,1,1
2026-08-17,2026-08-18,BANCO MERCANTIL SANTA CRUZ,11.6000,1,1000000
2026-08-17,2026-08-18,BANCO MERCANTIL SANTA CRUZ,11.6200,1,2092696
2026-08-17,2026-08-18,BANCO MERCANTIL SANTA CRUZ,11.6800,9,216200
2026-08-17,2026-08-18,BANCO NACIONAL DE BOLIVIA,11.0200,1,52
2026-08-17,2026-08-18,BANCO NACIONAL DE BOLIVIA,11.0780,2,
2026-08-17,2026-08-18,BANCO NACIONAL DE BOLIVIA,11.0800,225,342029
2026-08-17,2026-08-18,BANCO NACIONAL DE BOLIVIA,11.1000,2,
2026-08-17,2026-08-18,BANCO NACIONAL DE BOLIVIA,11.1100,1,2000
2026-08-17,2026-08-18,BANCO NACIONAL DE BOLIVIA,11.3800,3,58432
2026-08-17,2026-08-18,BANCO NACIONAL DE BOLIVIA,11.4800,1,32112
2026-08-17,2026-08-18,BANCO NACIONAL DE BOLIVIA,11.5000,2,497500
2026-08-17,2026-08-18,BANCO NACIONAL DE BOLIVIA,11.5300,1,12882
2026-08-17,2026-08-18,BANCO NACIONAL DE BOLIVIA,11.5500,1,500000
2026-08-17,2026-08-18,BANCO NACIONAL DE BOLIVIA,11.5700,14,324
2026-08-17,2026-08-18,BANCO NACIONAL DE BOLIVIA,11.5750,1,863297
2026-08-17,2026-08-18,BANCO NACIONAL DE BOLIVIA,11.5800,1,15000
2026-08-17,2026-08-18,BANCO NACIONAL DE BOLIVIA,11.6000,1,87444
2026-08-17,2026-08-18,BANCO NACIONAL DE BOLIVIA,11.6500,3,20258
2026-08-17,2026-08-18,BANCO PRODEM,11.2800,24,6305
2026-08-17,2026-08-18,BANCO PYME DE LA COMUNIDAD,11.1800,1,50
2026-08-17,2026-08-18,BANCO PYME DE LA COMUNIDAD,11.5800,1,197
2026-08-17,2026-08-18,BANCO PYME ECOFUTURO,11.1800,3,251
2026-08-17,2026-08-18,BANCO SOLIDARIO,11.0000,34,6925
2026-08-17,2026-08-18,BANCO SOLIDARIO,11.2000,3,1992
2026-08-17,2026-08-18,BANCO SOLIDARIO,11.4700,1,98144
2026-08-17,2026-08-18,BANCO SOLIDARIO,11.5000,1,49975
2026-08-17,2026-08-18,BANCO SOLIDARIO,11.5500,1,83505
2026-08-17,2026-08-18,BANCO SOLIDARIO,11.5800,1,49887
2026-08-17,2026-08-18,BANCO SOLIDARIO,11.6800,2,322709
2026-08-17,2026-08-18,BANCO UNION,10.1600,1,16
2026-08-17,2026-08-18,BANCO UNION,10.5000,27,58735
2026-08-18,2026-08-19,BANCO BISA,11.3500,30,104585
2026-08-18,2026-08-19,BANCO BISA,11.3800,2,10244
2026-08-18,2026-08-19,BANCO BISA,11.4350,1,52755
2026-08-18,2026-08-19,BANCO BISA,11.4500,18,158666
2026-08-18,2026-08-19,BANCO BISA,11.4800,1,2048
2026-08-18,2026-08-19,BANCO BISA,11.4900,1,9981
2026-08-18,2026-08-19,BANCO BISA,11.5000,2,58821
2026-08-18,2026-08-19,BANCO BISA,11.5100,3,910000
2026-08-18,2026-08-19,BANCO BISA,11.5150,2,50049980
2026-08-18,2026-08-19,BANCO BISA,11.5500,10,47762
2026-08-18,2026-08-19,BANCO BISA,11.6500,7,6315
2026-08-18,2026-08-19,BANCO BISA,11.7500,7,18808
2026-08-18,2026-08-19,BANCO BISA,11.9000,2,575
2026-08-18,2026-08-19,BANCO BISA,12.0000,7,6231
2026-08-18,2026-08-19,BANCO DE CRÉDITO,11.1500,18,138906
2026-08-18,2026-08-19,BANCO DE CRÉDITO,11.5000,13,46421
2026-08-18,2026-08-19,BANCO DE CRÉDITO,11.5200,2,414981
2026-08-18,2026-08-19,BANCO DE CRÉDITO,11.5300,1,79084
2026-08-18,2026-08-19,BANCO DE CRÉDITO,11.5500,272,536910
2026-08-18,2026-08-19,BANCO DE CRÉDITO,11.6000,1,300000
2026-08-18,2026-08-19,BANCO DE CRÉDITO,11.7000,6,513
2026-08-18,2026-08-19,BANCO DE CRÉDITO,12.3900,1,5415
2026-08-18,2026-08-19,BANCO DE LA NACIÓN ARGENTINA,11.0500,9,2763
2026-08-18,2026-08-19,BANCO ECONÓMICO,11.2500,1,67
2026-08-18,2026-08-19,BANCO ECONÓMICO,11.3000,37,123685
2026-08-18,2026-08-19,BANCO ECONÓMICO,11.4500,1,29981
2026-08-18,2026-08-19,BANCO ECONÓMICO,11.5000,1,199975
2026-08-18,2026-08-19,BANCO ECONÓMICO,11.5500,1,50000
2026-08-18,2026-08-19,BANCO FIE,11.3500,15,38732
2026-08-18,2026-08-19,BANCO FIE,11.5000,2,9855
2026-08-18,2026-08-19,BANCO FORTALEZA,11.0000,1,14
2026-08-18,2026-08-19,BANCO FORTALEZA,11.4500,2,4465
2026-08-18,2026-08-19,BANCO FORTALEZA,11.5500,5,120202
